instrument_A,register_A,instrument_B,register_B,F1_A_hz,F1_B_hz,delta_F1_hz,Fp_A_hz,Fp_B_hz,delta_Fp_hz,Homogeneity_H,zone
Contrabass+sordina,aigu,Contrabass_Flute,grave,172,150,22,1256,1109,147,0.860,/u/
Harp,suraigu,Viola_Ensemble+sordina,grave,301,279,22,1231,1214,17,0.858,/o/
Bass_Tuba,suraigu,Clarinet_Bb,gorge,333,355,22,1042,1391,349,0.856,/o/
Trombone,grave,Violin,grave,484,462,22,1007,1208,201,0.855,/å/
Marimba,médium,Violin_Ensemble,médium,322,344,22,1025,1225,200,0.850,/o/
Bass_Trombone,pédale,Bass_Tuba+sordina,médium,495,473,22,1070,1077,7,0.849,/å/
Bass_Trombone,aigu,Bass_Tuba+sordina,aigu,527,549,22,1062,1080,18,0.849,/a/
Contrabass_Ensemble,médium,Contrabass_Flute,grave,172,150,22,1170,1109,61,0.848,/u/
Contrabass,aigu,Contrabass_Flute,grave,172,150,22,1252,1109,143,0.846,/u/
Guitar,suraigu,Trombone+sordina_cup,grave,979,1001,22,979,1003,24,0.846,/e/–/i/
Marimba,médium,Violin+sordina,aigu,322,344,22,1025,1091,66,0.845,/o/
Trumpet_C+sordina_wah,médium,Viola_Ensemble+sordina,médium,312,290,22,1139,1261,122,0.838,/o/
Bass_Tuba,aigu,Viola_Ensemble+sordina,aigu,279,301,22,1016,1244,228,0.836,/o/
Bass_Tuba,aigu,Viola_Ensemble+sordina,suraigu,279,301,22,1016,1061,45,0.836,/o/
Flute,grave,Marimba,médium,344,322,22,1377,1025,352,0.828,/o/
Bass_Flute,médium,Viola+sordina_piombo,médium,312,290,22,1132,1247,115,0.826,/o/
Horn,médium,Violin_Ensemble,médium,322,344,22,1006,1225,219,0.824,/o/
Violin_Ensemble,grave,Violoncello_Ensemble,suraigu,484,462,22,1295,1224,71,0.819,/å/
Trombone,grave,Trumpet_C,aigu,484,462,22,1007,1261,254,0.817,/å/
Horn,médium,Violin+sordina,aigu,322,344,22,1006,1091,85,0.814,/o/
Flute,grave,Horn,médium,344,322,22,1377,1006,371,0.813,/o/
Trombone+sordina_wah,médium,Violin,aigu,592,570,22,1082,1221,139,0.809,/a/
Sax_Alto,grave,Viola+sordina,grave,355,333,22,1250,1141,109,0.794,/o/
Trombone+sordina_straight,grave,Violin,suraigu,538,516,22,969,1230,261,0.793,/a/
Trombone+sordina_straight,médium,Violin,aigu,592,570,22,979,1221,242,0.793,/a/
Horn,aigu,Violin,grave,484,462,22,1014,1208,194,0.791,/å/
Bassoon,grave,Violin_Ensemble,grave,506,484,22,1127,1295,168,0.789,/å/
Contrabass_Flute,médium,Sax_Alto,grave,333,355,22,1128,1250,122,0.781,/o/
Contrabass_Clarinet_Bb,aigu,English_Horn,grave,1270,1248,22,1437,1260,177,0.779,/e/–/i/
Bass_Tuba,suraigu,Viola_Ensemble,grave,333,355,22,1042,1304,262,0.773,/o/
Bass_Tuba+sordina,grave,Violin_Ensemble,grave,462,484,22,1060,1295,235,0.768,/å/
Horn+sordina,grave,Violin_Ensemble+sordina,grave,322,344,22,1099,1203,104,0.765,/o/
Horn+sordina,grave,Violin_Ensemble+sordina,médium,322,344,22,1099,1140,41,0.765,/o/
Horn+sordina,grave,Violin_Ensemble+sordina,aigu,322,344,22,1099,1022,77,0.765,/o/
Horn+sordina,grave,Violin_Ensemble+sordina,suraigu,322,344,22,1099,1108,9,0.765,/o/
Viola+sordina_piombo,aigu,Violoncello_Ensemble+sordina,aigu,204,226,22,1126,1244,118,0.761,/u/
Bassoon+sordina,bas_médium,Violin_Ensemble,grave,506,484,22,1141,1295,154,0.761,/å/
Bassoon+sordina,haut_médium,Violin_Ensemble,aigu,559,581,22,1089,1237,148,0.761,/a/
Bassoon,haut_médium,Violin,aigu,592,570,22,1175,1221,46,0.758,/a/
Bass_Trombone,pédale,Trumpet_C+sordina_straight,aigu,495,473,22,1070,1361,291,0.753,/å/
Horn,aigu,Trumpet_C,aigu,484,462,22,1014,1261,247,0.747,/å/
Harp,aigu,Violin_Ensemble+sordina,grave,322,344,22,987,1203,216,0.744,/o/
Harp,aigu,Violin_Ensemble+sordina,médium,322,344,22,987,1140,153,0.744,/o/
Harp,aigu,Violin_Ensemble+sordina,aigu,322,344,22,987,1022,35,0.744,/o/
Harp,aigu,Violin_Ensemble+sordina,suraigu,322,344,22,987,1108,121,0.744,/o/
Vibraphone,grave,Viola+sordina_piombo,médium,312,290,22,1130,1247,117,0.742,/o/
Bass_Tuba,suraigu,Viola,suraigu,333,355,22,1042,1090,48,0.737,/o/
Trumpet_C+sordina_harmon,aigu,Violin_Ensemble,grave,462,484,22,1259,1295,36,0.734,/å/
Bassoon+sordina,grave,Violin,grave,484,462,22,1047,1208,161,0.730,/å/
Horn+sordina,grave,Violin_Ensemble,médium,322,344,22,1099,1225,126,0.723,/o/
Horn+sordina,grave,Violin+sordina,aigu,322,344,22,1099,1091,8,0.716,/o/
Flute,grave,Horn+sordina,grave,344,322,22,1377,1099,278,0.711,/o/
Harp,aigu,Violin_Ensemble,médium,322,344,22,987,1225,238,0.705,/o/
Contrebasson,grave,Viola+sordina_piombo,aigu,226,204,22,1101,1126,25,0.702,/u/
Contrebasson,médium,Viola+sordina_piombo,aigu,226,204,22,1078,1126,48,0.702,/u/
Contrebasson,aigu,Viola+sordina_piombo,aigu,226,204,22,1127,1126,1,0.702,/u/
Harp,aigu,Violin+sordina,aigu,322,344,22,987,1091,104,0.701,/o/
Flute,grave,Harp,aigu,344,322,22,1377,987,390,0.696,/o/
Horn+sordina,aigu,Violin,suraigu,538,516,22,1240,1230,10,0.689,/a/
Contrabass_Tuba,aigu,Violin+sordina,suraigu,398,376,22,999,1012,13,0.688,/o/
Bassoon+sordina,grave,Trumpet_C,aigu,484,462,22,1047,1261,214,0.686,/å/
Bass_Tuba,suraigu,Violin+sordina,médium,333,355,22,1042,1175,133,0.675,/o/
Horn+sordina,médium,Viola+sordina_piombo,médium,312,290,22,1161,1247,86,0.672,/o/
Clarinet_Bb,clarine,Trumpet_C+sordina_straight,médium,1464,1442,22,1426,1428,2,0.663,/e/–/i/
Trumpet_C+sordina_harmon,médium,Viola_Ensemble+sordina,grave,301,279,22,1353,1214,139,0.613,/o/
Trombone,grave,Trumpet_C+sordina_harmon,aigu,484,462,22,1007,1259,252,0.604,/å/
Trumpet_C+sordina_harmon,grave,Violoncello+sordina_piombo,médium,183,161,22,1287,1087,200,0.580,/u/
Marimba,grave,Trumpet_C+sordina_harmon,grave,161,183,22,1111,1287,176,0.572,/u/
Bass_Tuba,suraigu,Sax_Alto,grave,333,355,22,1042,1250,208,0.547,/o/
Horn,aigu,Trumpet_C+sordina_harmon,aigu,484,462,22,1014,1259,245,0.533,/å/
Bassoon+sordina,grave,Trumpet_C+sordina_harmon,aigu,484,462,22,1047,1259,212,0.468,/å/
Contrabass+sordina,grave,Trumpet_C+sordina_harmon,grave,161,183,22,1149,1287,138,0.461,/u/
Contrabass+sordina,médium,Trumpet_C+sordina_harmon,grave,161,183,22,1205,1287,82,0.461,/u/
Contrabass,grave,Trumpet_C+sordina_harmon,grave,161,183,22,1207,1287,80,0.444,/u/
Contrabass,médium,Trumpet_C+sordina_harmon,grave,161,183,22,1205,1287,82,0.444,/u/
Contrabass_Ensemble,grave,Trumpet_C+sordina_harmon,grave,161,183,22,1120,1287,167,0.435,/u/
Bass_Tuba,aigu,Trumpet_C+sordina_harmon,médium,279,301,22,1016,1353,337,0.387,/o/
